GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2016-01-04,Aishwarya Lutchman Singh,Mike Joslin,168,1333,E1,1,1403,0.58,0.58,1
2,2016-01-08,Aishwarya Lutchman Singh,Dave Turner,NA,2006,G1,0,1400,0.68,0.1,1
3,2016-01-09,Aishwarya Lutchman Singh,Guy Wagner,337,1808,E1,0,1397,0.78,0.1,1
4,2016-01-09,Aishwarya Lutchman Singh,Timothy J Soar,NA,1649,N1,0,1391,0.96,0.18,1
5,2016-01-10,Aishwarya Lutchman Singh,Lyn Holland,NA,1411,G1,0,1376,1.43,0.47,1
6,2016-01-11,Aishwarya Lutchman Singh,Phil Jones,166,1381,E1,1,1392,1.94,0.51,2
7,2016-01-19,Aishwarya Lutchman Singh,Emily Wang,342,1356,E1,0.5,1390,2.49,0.55,2.5
8,2016-01-30,Aishwarya Lutchman Singh,Rachel McIntosh,NA,1167,G1,1,1397,3.27,0.78,3.5
9,2016-01-30,Aishwarya Lutchman Singh,Max Lazarus,NA,1285,G1,1,1409,3.91,0.64,4.5
10,2016-01-30,Aishwarya Lutchman Singh,Emily Wang,342,1356,E1,0.5,1407,4.46,0.55,5
11,2016-01-31,Aishwarya Lutchman Singh,Susanna Fraser,102,1543,E1,1,1430,4.75,0.29,6
12,2016-01-31,Aishwarya Lutchman Singh,Daniel Jaberansari,152,1264,E1,0.5,1425,5.42,0.67,6.5
13,2016-01-31,Aishwarya Lutchman Singh,Duncan MacDonald,202,1409,E1,0,1410,5.89,0.47,6.5
14,2016-02-08,Aishwarya Lutchman Singh,Jeremy Jones,164,1513,E1,1,1431,6.22,0.33,7.5
15,2016-02-20,Aishwarya Lutchman Singh,Benjamin Choo Yin,43,1818,E1,0,1428,6.32,0.1,7.5
16,2016-02-20,Aishwarya Lutchman Singh,Daniel Jaberansari,152,1264,E1,1,1438,6.99,0.67,8.5
17,2016-02-20,Aishwarya Lutchman Singh,Joseph Cura,NA,1064,W1,1,1442,7.87,0.88,9.5
18,2016-02-21,Aishwarya Lutchman Singh,Ifan Rathbone-Jones,NA,1626,N2,0,1436,8.07,0.2,9.5
19,2016-02-21,Aishwarya Lutchman Singh,Dafydd Chapman,38,1400,E1,1,1452,8.56,0.49,10.5
20,2016-02-21,Aishwarya Lutchman Singh,Anlan Qiu,262,1560,E1,0,1443,8.83,0.27,10.5
21,2016-02-22,Aishwarya Lutchman Singh,Mike Maguire,205,1637,E1,0,1437,9.02,0.19,10.5
22,2016-02-29,Aishwarya Lutchman Singh,James Williams,356,1075,E1,1,1442,9.89,0.87,11.5
23,2016-03-07,Aishwarya Lutchman Singh,Stephen Lambourne,181,1490,E1,0,1430,10.25,0.36,11.5
24,2016-03-21,Aishwarya Lutchman Singh,Howard Lloyd,195,1355,E1,1,1444,10.8,0.55,12.5
25,2016-03-25,Aishwarya Lutchman Singh,Chris Fox,100,1818,E1,0.5,1457,10.9,0.1,13
26,2016-03-25,Aishwarya Lutchman Singh,Steve Christmas,48,1917,E1,0,1454,11,0.1,13
27,2016-03-26,Aishwarya Lutchman Singh,David Rovaretti,283,1697,E1,0,1448,0.2,0.2,0
28,2016-03-26,Aishwarya Lutchman Singh,Kevin O'Rourke,238,1174,E1,1,1453,1.04,0.84,1
29,2016-03-28,Aishwarya Lutchman Singh,Malcom Probert,NA,1604,W1,0,1443,1.34,0.3,1
30,2016-03-28,Aishwarya Lutchman Singh,Steve Williams (Cwm),NA,1713,G2,1,1469,1.52,0.18,2
